"gid","link_id","f_node","t_node","lanes","road_rank","road_type","road_no","road_name","road_use","multi_link","connect","max_spd","rest_veh","rest_w","rest_h","c-its","length","updatedate","remark","hist_type","histremark","geom","min_cost"
2308,"3020327000","3020084000","3020084100",2,"107","000",-,노태산로,"0","0","0",40,"0",0,0,"0",58.754839788051,"20230519",,,,"MULTILINESTRING ((211369.28079999983 470537.9923999999, 211370.4428000003 470578.3113000002, 211373.3376000002 470596.50159999914))",5.2879357
2309,"3020034000","3020005900","3020118800",1,"107","000",-,성월수향길,"0","0","0",10,"0",0,0,"0",176.810271814585,"20230519",,,,"MULTILINESTRING ((212233.8103 480098.52160000056, 212227.03479999956 480170.5208999999, 212223.56989999954 480233.9980999995, 212221.33949999977 480241.3672000002, 212212.50019999966 480244.28869999945, 212189.11459999997 480249.28009999916))",63.6517
2310,"3020090400","3020057800","3020053800",1,"107","000",-,월봉7길,"0","0","0",30,"0",0,0,"0",173.149351524317,"20230519",,,,"MULTILINESTRING ((210544.64879999962 466139.1414999999, 210501.72429999989 466107.7960000001, 210437.63260000013 466063.17200000025, 210422.50490000006 466047.60610000044, 210417.5111999996 466037.9980999995, 210415.95110000018 466028.76129999943))",20.777922
2317,"3010004100","3010077500","3010005200",1,"107","000",-,청수로,"0","0","0",30,"0",0,0,"0",196.134069021702,"20230519",,,,"MULTILINESTRING ((214161.60450000037 466180.64609999955, 214202.88939999975 466125.69329999946, 214227.96270000003 466141.51520000026, 214262.51080000028 466100.38460000046, 214289.2594999997 466065.40110000037))",23.536089
2318,"3010061800","3010053700","3010050500",2,"103","000","23",차령로,"0","0","0",80,"0",0,0,"0",308.402860521098,"20230519",,,,"MULTILINESTRING ((212419.75270000007 452288.36759999953, 212290.88659999985 452162.4071999993, 212251.23570000008 452118.8859000001, 212205.8970999997 452066.44019999914))",13.878129
2319,"3010120900","3010104600","3010105300",1,"106","000","691",약수로,"0","0","0",30,"0",0,0,"0",480.704775828116,"20230519",,,,"MULTILINESTRING ((219686.70820000023 460723.7282999996, 219683.1283999998 460707.5318, 219683.08970000036 460707.34789999947, 219678.9456000002 460685.3655999992, 219678.8797000004 460684.93200000003, 219676.58999999985 460664.7502999995, 219676.54970000032 460664.10170000046, 219676.5220999997 460657.91139999963, 219676.56570000015 460657.14499999955, 219676.7098000003 460656.38939999975, 219677.7516999999 460652.33770000003, 219677.8951000003 460651.85950000025, 219680.44060000032 460644.5446000006, 219680.69039999973 460643.9349000007, 219685.96279999986 460632.8635000009, 219686.06369999982 460632.66599999927, 219700.60450000037 460604.8138999995, 219713.48840000015 460580.13460000046, 219713.5081000002 460580.0965, 219720.84659999982 460566.2832999993, 219734.15840000007 460540.12069999985, 219734.19489999954 460540.0548999999, 219753.07519999985 460504.05289999954, 219762.5608000001 460485.0741000008, 219762.57770000026 460485.04289999977, 219779.26549999975 460452.1811999995, 219779.30480000004 460452.1085000001, 219799.35149999987 460413.95570000075, 219806.48929999955 460400.16980000027, 219806.55379999988 460400.04509999976, 219820.0214999998 460375.4436000008, 219840.9709999999 460332.1085000001, 219841.03550000023 460331.98029999994, 219850.34379999992 460313.83689999953, 219854.9950000001 460286.0576000009))",57.684574
2320,"3020516500","3020028900","3020029700",1,"107","000",-,왕림길,"0","0","0",50,"0",0,0,"0",267.761533718656,"20230519",,,,"MULTILINESTRING ((209202.91650000028 480794.6190000009, 209208.99959999975 480767.61009999923, 209216.90029999986 480729.6395999994, 209220.34860000014 480719.91530000046, 209226.49110000022 480698.5473999996, 209229.62019999977 480687.3076000009, 209232.32019999996 480679.66559999995, 209236.2352 480670.23409999907, 209239.46700000018 480663.82459999993, 209242.68589999992 480658.3136999998, 209247.41199999955 480651.1618000008, 209256.10900000017 480639.21419999935, 209269.73900000006 480620.2279000003, 209280.26439999975 480606.9168999996, 209285.42540000007 480599.9176000003, 209288.95990000013 480594.61849999987, 209292.13269999996 480589.1319999993, 209307.25760000013 480560.8763999995, 209310.95820000023 480553.72470000014))",19.27883
2321,"3010104900","3010132800","3010133000",1,"107","000",-,매봉로,"0","0","0",40,"0",0,0,"0",185.442000262701,"20230519",,,,"MULTILINESTRING ((229496.66810000036 459643.4363000002, 229502.2145999996 459680.4837999996, 229516.2893000003 459775.42259999923, 229523.9731999999 459826.8570000008))",16.68978
2322,"3020030600","3020003400","3020003500",1,"107","000",-,미라16길,"0","0","0",40,"0",0,0,"0",149.76996478211,"20230519",,,,"MULTILINESTRING ((211316.4408999998 467630.8967000004, 211283.33519999962 467587.24090000056, 211278.25490000006 467562.8616000004, 211287.26919999998 467540.52779999934, 211306.9628999997 467522.20900000073, 211324.7829 467515.3421))",13.479297
2323,"3010068600","3010022500","3010022100",1,"107","000",-,보산원2길,"0","0","0",30,"0",0,0,"0",519.823845263868,"20230519",,,,"MULTILINESTRING ((206952.9199000001 454176.0875000004, 206947.16590000037 454175.18319999985, 206936.50030000042 454168.81039999984, 206895.29459999967 454131.8228999991, 206840.09240000043 454085.77190000005, 206821.97470000014 454072.16699999943, 206807.69830000028 454064.5555000007, 206801.03610000014 454058.20350000076, 206797.0488 454051.3147999998, 206786.84619999956 454024.22440000065, 206782.64329999965 454016.67259999923, 206763.35140000004 454007.75579999946, 206755.99199999962 454002.48589999974, 206717.92700000014 453958.2479999997, 206693.67289999966 453925.9748999998, 206664.6514999997 453902.7634999994, 206610.4746000003 453864.9068, 206586.7226999998 453842.5767000001, 206585.54849999957 453826.7874999996))",62.37886
2324,"3010269200","3010045300","3010045700",1,"107","000",-,봉명1길,"0","0","0",30,"0",0,0,"0",197.184075803801,"20230519",,,,"MULTILINESTRING ((211898.2637 467121.2678999994, 211927.17980000004 467305.48530000076, 211932.6004999997 467314.7234000005))",23.662088
2325,"3010180700","3010035200","3010035400",1,"107","000",-,통정9로,"0","0","0",30,"0",0,0,"0",231.476759350884,"20230519",,,,"MULTILINESTRING ((211390.16619999986 463807.90919999965, 211354.0728000002 463839.40139999986, 211317.99920000043 463874.08660000004, 211372.1936999997 463931.24569999985, 211410.48280000035 463970.4017999992))",27.77721
2326,"3010188300","3010056100","3010057000",2,"107","002",-,-,"0","0","0",40,"0",0,0,"0",96.062483334751,"20230519",도로명없음,,,"MULTILINESTRING ((212564.79169999994 464036.8300000001, 212659.97670000046 464023.87560000084))",8.645623
2327,"3020206500","3020139400","3020139100",1,"107","000",-,서부6길,"0","0","0",40,"0",0,0,"0",64.00559389712,"20230519",,,,"MULTILINESTRING ((212685.22439999972 468954.7416999992, 212672.27080000006 468892.0605999995))",5.7605033
2328,"3010336000","3010090000","3010089500",1,"107","000",-,단대로,"0","0","0",30,"0",0,0,"0",160.631262816387,"20230519",,,,"MULTILINESTRING ((214871.74199999962 469964.63299999945, 214769.01169999968 470073.89430000074, 214761.92650000006 470081.8582000006))",19.275751
2329,"3020383300","3020098900","3020095300",1,"107","000",-,두정고8길,"0","0","0",40,"0",0,0,"0",58.694190947159,"20230519",,,,"MULTILINESTRING ((211725.00349999964 471042.24599999934, 211666.31840000022 471043.27899999917))",5.2824774
2330,"3020300900","3020067200","3020064100",2,"107","000",-,한들2로,"0","0","0",40,"0",0,0,"0",70.67990754365,"20230519",,,,"MULTILINESTRING ((210796.11980000045 470235.2195999995, 210725.45969999954 470236.89279999956))",6.3611917
2331,"3010117100","3010116200","3010118400",1,"107","000",-,"5산단4로","0","0","0",40,"0",0,0,"0",339.341078051614,"20230519",,,,"MULTILINESTRING ((223700.7818 460365.5117000006, 223842.4001000002 460303.94519999996, 223860.63269999996 460293.0022999998, 223877.94209999964 460278.96609999985, 223891.4916000003 460264.71050000004, 223906.07930000033 460242.07279999927, 223944.90259999968 460172.17899999954, 223948.1531999996 460164.15100000054, 223949.48589999974 460158.13939999975))",30.540697
2332,"3020200800","3020106800","3020107300",1,"107","000",-,개목4길,"0","0","0",40,"0",0,0,"0",48.985565154943,"20230519",,,,"MULTILINESTRING ((211921.05040000007 468840.5063000005, 211930.0904000001 468888.6504999995))",4.408701
2333,"3020495400","3020069900","3020069600",2,"103","003","1",삼사로,"0","1","0",80,"0",0,0,"0",269.201414129142,"20230519",,,,"MULTILINESTRING ((210884.23010000028 479265.25850000046, 210873.0120000001 479334.65300000086, 210870.42260000017 479355.9462000001, 210868.41679999977 479377.5416000001, 210862.5717000002 479460.2695000004, 210861.43510000035 479533.09410000034))",12.114063
2334,"3010146700","3010125200","3010123800",1,"107","000",-,병천1로,"0","0","0",40,"0",0,0,"0",932.047938038413,"20230519",,,,"MULTILINESTRING ((226492.6475999998 462223.3775999993, 226457.21559999976 462238.2129999995, 226420.13900000043 462265.3356999997, 226380.50100000016 462303.3538000006, 226350.3278000001 462345.19180000015, 226337.4040000001 462368.2971000001, 226328.79349999968 462387.1328999996, 226315.59920000006 462426.5471999999, 226305.60940000042 462468.36429999955, 226305.50490000006 462468.7385000009, 226289.85400000028 462519.4820000008, 226289.6542999996 462520.0258000009, 226275.41079999972 462554.12069999985, 226275.1244000001 462554.7093000002, 226253.10340000037 462594.5890999995, 226253.0053000003 462594.7587000001, 226214.26630000025 462659.7125000004, 226108.9648000002 462836.5092999991, 226049.57699999958 462938.2930999994, 226049.25739999954 462938.78449999914, 226027.3345999997 462969.09699999914, 226027.2673000004 462969.19040000066, 226006.00189999957 462996.5592))",83.884315
2335,"3010115000","3010116800","3010116700",1,"107","000",-,-,"0","0","0",40,"0",0,0,"0",69.517190428062,"20230519",도로명없음,,,"MULTILINESTRING ((223761.39300000016 460091.8281999994, 223760.78139999975 460161.34270000085))",6.256547
2336,"3020519100","3020175300","3020174700",1,"103","000","34",삼사로,"0","0","1",40,"0",0,0,"0",206.981870113403,"20230519",,,,"MULTILINESTRING ((218634.4913999997 480785.8347999994, 218629.01769999973 480783.43290000036, 218605.5206000004 480773.18060000055, 218565.87370000035 480751.8457999993, 218524.16899999976 480730.20749999955, 218473.20150000043 480703.591, 218450.5789999999 480691.05780000053))",18.628368
2337,"3020516700","3020052800","3020058600",1,"107","000",-,와룡길,"0","0","0",10,"0",0,0,"0",1630.04582717576,"20230519",,,,"MULTILINESTRING ((210375.4321999997 482154.5449000001, 210375.95299999975 482128.28240000084, 210377.78120000008 482114.0731000006, 210379.60280000046 482095.2539000008, 210395.62600000016 482010.7097999994, 210413.94159999955 481924.42060000077, 210415.10360000003 481913.08970000036, 210417.40270000044 481900.18370000087, 210419.22300000023 481853.83520000055, 210420.1825000001 481793.60649999976, 210418.72809999995 481775.86480000056, 210416.49129999988 481759.7530000005, 210402.84580000024 481700.2002000008, 210392.94790000003 481664.6805000007, 210388.83220000006 481654.39049999975, 210380.49810000043 481621.0417999998, 210378.61849999987 481607.3387000002, 210379.58040000033 481578.26290000044, 210383.34300000034 481562.41369999945, 210398.7522 481511.34270000085, 210404.46750000026 481496.2968000006, 210408.19749999978 481465.8149999995, 210407.60919999983 481434.8328000009, 210413.5694000004 481398.99730000086, 210414.20469999965 481387.39389999956, 210418.46439999994 481358.9581000004, 210426.06010000035 481305.0109000001, 210426.6986999996 481290.5395999998, 210430.84580000024 481255.5377999991, 210432.26970000006 481232.0795000009, 210430.0077999998 481189.0493000001, 210431.8649000004 481152.0435000006, 210436.71980000008 481119.9484000001, 210439.2525000004 481077.68469999917, 210444.09470000025 481009.58469999954, 210446.26999999955 481000.44629999995, 210465.14360000007 480922.21199999936, 210475.8986999998 480869.7458999995, 210479.78249999974 480860.1052000001, 210484.77830000035 480839.54849999957, 210490.29030000046 480824.7293999996, 210495.81659999955 480810.8958999999, 210503.92949999962 480798.59149999917, 210549.68790000025 480737.5703999996, 210555.7056 480730.12879999913, 210560.17619999964 480724.0067999996, 210562.2792999996 480719.4332999997, 210563.96040000021 480714.7017000001, 210565.21619999968 480710.2084999997, 210565.63040000014 480705.1696000006, 210565.95390000008 480699.4238000009, 210565.46920000017 480688.58779999986, 210563.18659999967 480661.52940000035, 210561.58530000038 480644.81709999964, 210560.8627000004 480635.9003999997, 210560.78079999983 480632.0546000004, 210560.88960000034 480627.40330000035, 210563.79569999967 480569.3969999999))",586.81647
2338,"3020189200","3010047000","3010048100",1,"107","000",-,개목8길,"0","0","0",40,"0",0,0,"0",66.026386010826,"20230519",,,,"MULTILINESTRING ((211964.5800999999 468559.36849999987, 212029.3883999996 468546.7444000002))",5.9423747
2339,"3020526000","3020104800","3020110900",2,"103","000","1",천안대로,"0","0","0",80,"0",0,0,"0",692.67479902117,"20230519",,,,"MULTILINESTRING ((211852.87619999982 483059.77050000057, 211874.34169999976 482999.86209999956, 211902.8183000004 482919.8392999992, 211921.6277999999 482841.0087000001, 211958.2910000002 482617.4582000002, 211977.93979999982 482492.0931000002, 211982.35979999974 482382.56010000035))",31.170366
2340,"3020099300","2881884510","3020027700",2,"107","000",-,-,"0","0","0",40,"0",0,0,"0",324.415678002032,"20230519",도로명없음,,,"MULTILINESTRING ((209155.6479445264 466562.2502205679, 209116.6387 466758.74909999967))",29.19741
2341,"3010229100","3010062200","3010062800",2,"107","000",-,청수로,"0","0","0",30,"0",0,0,"0",103.407747223574,"20230519",,,,"MULTILINESTRING ((213179.72709999979 465600.6275999993, 213268.62899999972 465547.81079999916))",12.40893
2342,"3020397600","3020118400","3020115300",1,"107","000",-,성성10길,"0","0","0",40,"0",0,0,"0",91.055465461658,"20230519",,,,"MULTILINESTRING ((212179.66700000037 471220.47220000066, 212116.53560000006 471220.78470000066, 212111.74729999993 471221.36989999935, 212109.0083999997 471222.3957000002, 212109.2929999996 471223.409, 212109.4179999996 471225.1944999993, 212109.13269999996 471228.61429999955, 212108.87380000018 471242.51249999925))",8.194992
2343,"3020048200","3020014800","3020081000",1,"107","000",-,-,"0","0","0",60,"0",0,0,"0",161.758571142518,"20230519",도로명없음,,,"MULTILINESTRING ((211094.67090000026 470250.7667999994, 211256.42580000032 470249.6769999992))",9.705514
2344,"3010012000","3010017000","3010073200",1,"107","000",-,천안천8길,"0","0","0",30,"0",0,0,"0",58.90825471244,"20230519",,,,"MULTILINESTRING ((213918.52840000018 469206.40139999986, 213921.84800000023 469198.1822999995, 213938.95079999976 469151.15139999986))",7.0689907
2345,"3020453000","3020158600","3020159100",1,"107","000",-,읍사무소1길,"0","0","0",40,"0",0,0,"0",61.597200728681,"20230519",,,,"MULTILINESTRING ((213655.85819999967 475574.5647, 213661.58970000036 475576.16229999997, 213693.06240000017 475584.94019999914, 213715.7276999997 475588.68960000016))",5.543748
2346,"3010079100","4130027000","3010055800",1,"101","000","25",논산천안고속도로,"0","0","1",50,"5",0,0,"0",347.595902544724,"20230519",,,,"MULTILINESTRING ((212538.96040000021 457483.7268000003, 212534.07660000026 457514.8783, 212525.28940000013 457554.2616000008, 212523.0376000004 457566.37959999964, 212520.0515999999 457587.37230000086, 212518.85749999993 457600.4963000007, 212520.55429999996 457634.7061999999, 212521.3337000003 457641.08779999986, 212526.18769999966 457681.3166000005, 212531.26180000044 457727.29890000075, 212537.4330000002 457766.7217999995, 212542.87069999985 457802.9520999994, 212548.01570000034 457827.4195000008))",25.026905
2347,"3020516100","3020180100","3020179500",1,"103","000","34",삼사로,"0","0","1",40,"0",0,0,"0",384.677219526403,"20230519",,,,"MULTILINESTRING ((221006.7622999996 480488.5533000007, 220993.89769999962 480494.4123999998, 220970.65469999984 480502.2776999995, 220935.0407999996 480513.5138000008, 220877.11849999987 480535.3512999993, 220815.6372999996 480560.0706999991, 220751.53149999958 480591.5315000005, 220705.42090000026 480614.75269999914, 220654.00320000015 480640.3911000006))",34.62095
2348,"3010159700","3010130300","3010131400",1,"107","000",-,충절로,"0","0","0",60,"0",0,0,"0",356.765062808683,"20230519",,,,"MULTILINESTRING ((228058.7315999996 462964.6026000008, 228079.8629999999 462972.17449999973, 228108.3548999997 462981.3041999992, 228239.53060000017 463025.6995000001, 228291.88669999968 463044.0881999992, 228320.48759999964 463054.6300000008, 228330.2912999997 463059.83249999955, 228364.9963999996 463071.74269999936, 228394.77520000003 463083.8624000009))",21.405903
2349,"3020350000","3020159400","3020160700",2,"107","000",-,두정공단2길,"0","0","0",40,"0",0,0,"0",200.871547162709,"20230519",,,,"MULTILINESTRING ((213734.66779999994 470762.4163000006, 213869.51290000044 470911.2993999999))",18.07844
2350,"3020391200","3020135700","3020138500",2,"107","000",-,삼성대로,"0","0","0",70,"0",0,0,"0",71.358688070058,"20230519",,,,"MULTILINESTRING ((212589.8459999999 471161.97849999927, 212661.1984000001 471161.03119999915))",3.6698754
2351,"3010236000","3010040600","3010040400",1,"107","000",-,새말1길,"0","0","0",30,"0",0,0,"0",143.149075586041,"20230519",,,,"MULTILINESTRING ((211723.18039999995 465893.01329999976, 211714.99920000043 465750.0982000008))",17.177889
2352,"3010271300","3010050000","3010052900",1,"107","000",-,천안여상로,"0","0","0",30,"0",0,0,"0",250.428525916402,"20230519",,,,"MULTILINESTRING ((212170.87739999965 467271.1425999999, 212273.9495000001 467236.8482000008, 212292.54839999974 467227.1542000007, 212297.99450000003 467223.67090000026, 212313.18259999994 467209.58850000054, 212377.7455000002 467141.7502999995))",30.051424
2353,"3010292200","3010076600","3010076300",2,"107","000",-,충절로,"0","0","0",50,"0",0,0,"0",131.45423890355,"20230519",,,,"MULTILINESTRING ((214136.43049999978 468076.46869999915, 214129.71320000011 468207.7511999998))",9.464705
2354,"3020080200","3020048800","3020051300",1,"107","000",-,월봉3길,"0","0","0",40,"0",0,0,"0",68.973192014091,"20230519",,,,"MULTILINESTRING ((210272.94930000044 465774.14320000075, 210316.31219999958 465753.37219999917, 210334.72310000006 465743.4967))",6.2075872
2355,"3020359000","3020093400","3020094900",1,"107","000",-,두정고7길,"0","0","0",40,"0",0,0,"0",124.726855766175,"20230519",,,,"MULTILINESTRING ((211625.1375000002 470800.69519999996, 211625.77570000011 470839.74489999935, 211625.74199999962 470877.63079999946, 211629.61799999978 470880.63010000065, 211667.57820000034 470900.5839000009))",11.225417
2356,"3020158500","3020140100","3020139900",1,"107","000",-,서부역4길,"0","0","0",30,"0",0,0,"0",171.450946009146,"20230519",,,,"MULTILINESTRING ((212714.5399000002 467576.74310000055, 212713.93310000002 467611.0206000004, 212710.29800000042 467748.14049999975))",20.574114
2357,"3020163800","3020089400","3020088200",1,"107","000",-,봉명로,"0","0","0",40,"0",0,0,"0",65.553244088286,"20230519",,,,"MULTILINESTRING ((211530.29349999968 467698.6975999996, 211465.8629999999 467710.7781000007))",5.899792
2358,"3010149800","3010094700","3010093900",1,"107","000",-,삼성5길,"0","0","0",30,"0",0,0,"0",132.677593816899,"20230519",,,,"MULTILINESTRING ((215712.03679999989 462375.6629000008, 215606.92449999973 462456.6242999993))",15.921311
2359,"3010084300","3010056700","3010059600",1,"101","000","25",논산천안고속도로,"0","0","1",50,"5",0,0,"0",441.054207911906,"20230519",,,,"MULTILINESTRING ((212622.98359999992 458081.0153000001, 212637.31259999983 458108.0044999998, 212654.0820000004 458141.41789999977, 212671.5954 458176.0231999997, 212681.18670000043 458195.14350000024, 212704.64080000017 458241.5346000008, 212710.52199999988 458252.75730000064, 212730.91870000027 458286.00210000016, 212736.93759999983 458294.7871000003, 212757.4907999998 458322.0304000005, 212772.64169999957 458342.11759999953, 212782.7566999998 458356.7388000004, 212815.78859999962 458400.9807999991, 212857.21609999985 458452.8102000002))",31.755903
2360,"3010200000","3010056900","3010057300",2,"107","000",-,풍세로,"0","0","0",50,"0",0,0,"0",85.177943705376,"20230519",,,,"MULTILINESTRING ((212658.01169999968 464655.47110000066, 212673.1523000002 464680.0285, 212699.24000000022 464729.95150000043))",6.132812
2361,"3020371400","3020153900","3020155800",1,"107","000",-,두정역동6길,"0","0","0",40,"0",0,0,"0",137.835397530228,"20230519",,,,"MULTILINESTRING ((213292.22559999954 470929.9109000005, 213400.59229999967 470935.28759999946, 213429.89319999982 470936.7097999994))",12.405186
2362,"3020400700","3020077800","3020074200",1,"107","000",-,성성6로,"0","0","0",30,"0",0,0,"0",116.321034546277,"20230519",,,,"MULTILINESTRING ((211146.2154000001 471291.6648999993, 211029.9031999996 471290.2313000001))",13.958524
2363,"3020547700","3020186500","3020186700",2,"107","000",-,-,"0","0","0",40,"0",0,0,"0",10.077967898324,"20231113",,LINK0001,,"MULTILINESTRING ((218434.0137522967 477144.76425736415, 218439.64402021133 477153.1228170588))",0.9070171
2364,"3020549000","3020187500","3020187400",2,"107","000",-,-,"0","0","0",40,"0",0,0,"0",11.594499161439,"20231113",,LINK0001,,"MULTILINESTRING ((218723.76268131103 476961.2956813023, 218714.0218836058 476967.5845024057))",1.043505
2365,"3010030900","3010080400","3010005700",1,"107","000",-,고재1길,"0","0","0",40,"0",0,0,"0",169.696482597726,"20230519",,,,"MULTILINESTRING ((214257.30090000015 466965.2781000007, 214250.33320000023 467090.2061999999, 214246.90759999957 467134.6486000009))",15.272683
2366,"3020285300","3020133500","3020130100",1,"107","000",-,성정공원6길,"0","0","0",60,"0",0,0,"0",77.650392209652,"20230519",,,,"MULTILINESTRING ((212516.3247999996 470008.85909999907, 212439.0061999997 470016.02969999984))",4.659024
2367,"3020360100","3020136400","3020132500",1,"107","000",-,두정중2길,"0","0","0",40,"0",0,0,"0",110.681220104623,"20230519",,,,"MULTILINESTRING ((212604.7648 470832.0337000005, 212494.10560000036 470834.2413999997))",9.961309
2368,"3010121300","3010054800","3010054900",1,"107","003",-,미죽로,"0","0","0",60,"0",0,0,"0",19.662985328359,"20230519",,,,"MULTILINESTRING ((212463.88580000028 460313.1975999996, 212479.48570000008 460301.22780000046))",1.1797792
2369,"3020500300","3020089300","3020085900",1,"107","000",-,성환중앙로,"0","0","0",40,"0",0,0,"0",156.140200692386,"20230519",,,,"MULTILINESTRING ((211527.74870000035 479625.5759999994, 211514.63219999988 479628.59520000033, 211492.61840000004 479607.63379999995, 211481.99930000026 479595.54089999944, 211450.01999999955 479556.4372000005, 211426.83690000046 479534.13829999976, 211415.4782999996 479526.82719999924))",14.052618
2370,"3020315700","3020137700","3020143300",1,"107","000",-,두정상가8길,"0","0","0",60,"0",0,0,"0",165.219640924589,"20230519",,,,"MULTILINESTRING ((212635.21899999958 470404.41220000014, 212733.80659999978 470394.4339000005, 212799.69900000002 470388.8524999991))",9.913178
2371,"3020442700","3020093700","3020101900",1,"107","000",-,부송로,"0","0","0",50,"0",0,0,"0",186.12771278575,"20230519",,,,"MULTILINESTRING ((211625.92399999965 475316.92720000073, 211669.51630000025 475297.9280999992, 211774.22030000016 475252.4589000009, 211796.75090000033 475243.02899999917))",13.401196
2372,"3010075300","3010029000","3010027900",1,"107","000",-,신흥리2길,"0","0","0",30,"0",0,0,"0",600.991452478712,"20230519",,,,"MULTILINESTRING ((210514.76489999983 455578.05110000074, 210496.60080000013 455585.8677999992, 210434.2399000004 455606.43180000037, 210402.9157999996 455620.4985000007, 210392.44680000003 455629.49269999936, 210371.01350000035 455636.8701000009, 210350.17030000035 455641.2851999998, 210300.98309999984 455647.7728000004, 210290.84310000017 455648.67650000006, 210278.33939999994 455651.3953000009, 210268.45770000014 455654.34490000084, 210252.72699999996 455660.7957000006, 210244.35369999986 455666.16479999945, 210235.80620000046 455673.4213999994, 210227.63300000038 455681.77329999954, 210215.24949999992 455698.33689999953, 210203.0153000001 455720.87490000017, 210165.5086000003 455785.82210000046, 210083.11280000024 455933.79509999976))",72.11897
2424,"3010049900","3010108000","3010014300",1,"107","000",-,교촌4길,"0","0","0",10,"0",0,0,"0",117.356413435387,"20230519",,,,"MULTILINESTRING ((220725.34779999964 466382.25170000084, 220670.6771999998 466383.0705999993, 220670.13350000046 466383.81790000014, 220669.05950000044 466405.0048999991, 220668.96109999996 466445.5460999999))",42.24831
2373,"3010051800","3010073800","3010088900",1,"107","000",-,천안천10길,"0","0","0",60,"0",0,0,"0",878.860613448166,"20230519",,,,"MULTILINESTRING ((214047.18879999965 469580.4255999997, 214330.87040000036 469716.30560000055, 214379.40730000008 469745.4342, 214425.41559999995 469783.71880000085, 214432.3705000002 469789.50620000064, 214461.83100000024 469820.6199999992, 214465.39329999965 469825.56120000035, 214473.76099999994 469837.0357000008, 214494.39190000016 469862.4645000007, 214623.07909999974 469989.9478999991, 214723.01439999975 470117.1690999996))",52.731636
2374,"3020484900","3020166900","3020166400",2,"103","000","34",삼사로,"0","0","0",80,"0",0,0,"0",446.13142941508,"20230519",,,,"MULTILINESTRING ((216017.73149999976 478891.52419999987, 215989.70999999996 478838.4662999995, 215952.34700000007 478767.7745999992, 215895.88430000003 478660.6922999993, 215861.97369999997 478596.8479999993, 215832.57529999968 478540.7614999991, 215809.45880000014 478496.9924999997))",20.075914
2375,"3020529800","3020071600","3020069800",1,"107","000",-,복모1길,"0","0","0",10,"0",0,0,"0",93.460111633175,"20230519",,,,"MULTILINESTRING ((210939.64489999972 483583.65860000066, 210885.17090000026 483641.6292000003, 210880.34470000025 483649.94319999963, 210879.23840000015 483653.8973999992, 210879.23479999974 483654.08940000087))",33.64564
2376,"3020438200","3020150000","3020150800",2,"107","003",-,천안대로,"0","0","0",40,"0",0,0,"0",48.161076239358,"20230519",,,,"MULTILINESTRING ((213011.07629999984 474740.44519999996, 213055.9852 474757.8429000005))",4.334497
2377,"3020426000","3020138900","3020139200",1,"107","000",-,업성5길,"0","0","0",30,"0",0,0,"0",99.058459541568,"20230519",,,,"MULTILINESTRING ((212680.48080000002 473385.67259999923, 212674.71050000004 473417.85160000063, 212675.9578999998 473436.57719999924, 212678.8666000003 473451.46169999987, 212689.54580000043 473470.1082000006, 212693.27159999963 473480.39949999936))",11.887015
2378,"3020427000","3020052900","3020055500",1,"107","000",-,"2공단5로","0","0","0",50,"0",0,0,"0",99.155187768942,"20230519",,,,"MULTILINESTRING ((210399.62129999977 473452.4311999995, 210435.3490000004 473480.9724000003, 210464.4495000001 473504.39090000093, 210478.17599999998 473512.7544))",7.1391735
2379,"3020446700","3020114800","3020119000",1,"107","000",-,부송1길,"0","0","0",40,"0",0,0,"0",187.88508431575,"20230519",,,,"MULTILINESTRING ((212090.0281999996 475540.0053000003, 212149.35940000042 475456.4519999996, 212187.7938000001 475399.53559999913, 212196.4439000003 475385.2142999992))",16.909658
2380,"3020441800","3020125200","3020129100",1,"107","000",-,송기길,"0","0","0",40,"0",0,0,"0",96.574135914471,"20230519",,,,"MULTILINESTRING ((212321.83279999997 475174.2279000003, 212413.30740000028 475205.1950000003))",8.691672
2381,"3020053800","3020017600","3020075800",1,"107","000",-,모시1길,"0","0","0",10,"0",0,0,"0",116.381152131403,"20230519",,,,"MULTILINESTRING ((211163.7929999996 474301.8304999992, 211155.48959999997 474302.96759999916, 211142.53529999964 474297.57349999994, 211125.7594999997 474288.2653000001, 211112.21669999976 474282.1936000008, 211096.75179999974 474279.60649999976, 211052.49060000014 474279.5516999997))",41.897213
2382,"3020419900","3020074700","3020075300",1,"107","000",-,"2공단3로","0","0","0",50,"0",0,0,"0",172.822372275044,"20230519",,,,"MULTILINESTRING ((211038.01750000007 473168.13489999995, 211043.6180999996 472995.40330000035))",12.443211
2383,"3020536701","3020183001","3020183201",1,"107","000",-,세관길,"0","0","0",40,"0",0,0,"0",54.985656721126,"20230519",,,,"MULTILINESTRING ((212965.06300000008 468866.7938000001, 212984.43549999967 468859.79849999957, 212997.12679999974 468848.11009999923, 213007.0943 468834.1721999999))",4.948709
2384,"3020286600","3020127500","3020127900",1,"107","000",-,성정공원6길,"0","0","0",60,"0",0,0,"0",163.842559626535,"20230519",,,,"MULTILINESTRING ((212366.8345999997 470016.6780999992, 212380.37849999964 470164.09530000016, 212383.65280000027 470179.5569000002))",9.830554
2385,"3020372600","3020098700","3020098900",1,"107","000",-,두정고2길,"0","0","0",40,"0",0,0,"0",98.272289467399,"20230519",,,,"MULTILINESTRING ((211726.23029999994 470937.1763000004, 211730.37849999964 471035.36099999957))",8.844506
