"gid","node_id","node_type","node_name","turn_p","updatedate","remark","hist_type","histremark","geom"
1725,"3010109100","101",서리70-1,"0","20230519",,,,MULTIPOINT ((221028.95430000033 465138.2243000008))
1726,"3010109200","101",교촌리65,"0","20230519",,,,MULTIPOINT ((221053.54150000028 465624.98589999974))
1727,"3010110800","101",신사리402,"0","20230519",,,,MULTIPOINT ((221417.34310000017 460079.47389999963))
1728,"3010110900","101",신사리363-2,"0","20230519",,,,MULTIPOINT ((221486.74689999968 460222.44150000066))
1729,"3010112500","101",운전교차로,"0","20230519",,,,MULTIPOINT ((222412.62530000042 462504.3158))
1730,"3010118400","101",신풍리561,"0","20230519",,,,MULTIPOINT ((223955.36909999978 460159.32320000045))
1731,"3010120000","103",속성변화점,"0","20230519",,,,MULTIPOINT ((224307.13100000005 469882.8753999993))
1732,"3010120100","101",목지농산,"0","20230519",,,,MULTIPOINT ((224361.9572999999 473691.9901999999))
1733,"3010122500","103",속성변화점,"0","20230519",,,,MULTIPOINT ((225236.75430000015 459252.2714000009))
1734,"3010125000","101",병천4리,"0","20230519",,,,MULTIPOINT ((226471.2313000001 462866.9614000004))
1735,"3010125400","103",속성변화점,"0","20230519",,,,MULTIPOINT ((226603.63430000003 456710.61700000055))
1736,"3010128200","104",아우내교량,"0","20230519",,,,MULTIPOINT ((227408.14379999973 463228.4997000005))
1737,"3010130500","104",봉암교,"0","20230519",,,,MULTIPOINT ((228063.04989999998 469678.05959999934))
1738,"3010132300","101",구도1교앞,"0","20230519",,,,MULTIPOINT ((229010.95359999966 463259.2167000007))
1739,"3010132900","101",동면주유소,"0","20230519",,,,MULTIPOINT ((229495.28450000007 463406.3719999995))
1740,"3010135300","101",송연2리삼거리,"0","20230519",,,,MULTIPOINT ((232627.52300000004 464669.2937000003))
1741,"3020001300","101",쌍용역(서울1호선),"0","20230519",,,,MULTIPOINT ((210856.9467000002 466109.26689999923))
1742,"3020001500","102",쌍용동1899,"0","20230519",,,,MULTIPOINT ((210140.36959999986 466439.4151000008))
1743,"3020003500","101",쌍용동510-40,"0","20230519",,,,MULTIPOINT ((211326.94039999973 467520.9408))
1744,"3020005900","103",속성변화점,"0","20230519",,,,MULTIPOINT ((212227.83669999987 480097.9594999999))
1745,"3020008100","102",군동리59,"0","20230519",,,,MULTIPOINT ((214869.62310000043 477538.00549999997))
1746,"3020008300","102",삼은리3-2,"0","20230519",,,,MULTIPOINT ((214097.64109999966 476832.9927999992))
1747,"3020013400","102",두정동2044,"0","20230519",,,,MULTIPOINT ((213386.8013000004 470489.39609999955))
1748,"3020016500","102",차암동523,"0","20230519",,,,MULTIPOINT ((209237.8914999999 471584.23409999907))
1749,"3020017800","102",신갈리284,"0","20230519",,,,MULTIPOINT ((209992.74980000034 474318.46550000086))
1750,"3020019600","102",불당동1917,"0","20230519",,,,MULTIPOINT ((209313.3513000002 467844.9025999997))
1751,"3020021100","101",천안아름초등학교,"0","20230519",,,,MULTIPOINT ((209067.5384999998 468257.9679000005))
1752,"3020021200","101",불당동1923,"0","20230519",,,,MULTIPOINT ((209275.30179999955 467962.2951999996))
1753,"3020021300","101",불당동1926,"0","20230519",,,,MULTIPOINT ((209196.05200000014 468020.46360000037))
1754,"3020021400","101",불당동1926,"0","20230519",,,,MULTIPOINT ((209186.0524000004 467985.3149999995))
1755,"3020021700","101",불당동1938,"0","20230519",,,,MULTIPOINT ((209474.2714999998 467563.97839999944))
1756,"3020022200","102",불당동1425,"0","20230519",,,,MULTIPOINT ((209865.46509999968 466860.7441000007))
1757,"3020023700","102",마정리149-1,"0","20230519",,,,MULTIPOINT ((208641.04710000008 475256.4604000002))
1758,"3020031400","101",갤러리아백화점센터시티점,"0","20230519",,,,MULTIPOINT ((209437.10940000042 466824.28390000015))
1759,"3020031800","106",왕림교차로,"0","20230519",,,,MULTIPOINT ((209465.0203999998 480843.1687000003))
1760,"3020032400","101",불당20로교차로,"0","20230519",,,,MULTIPOINT ((209490.99409999978 467978.63829999976))
1761,"3020034000","101",불당동1865,"0","20230519",,,,MULTIPOINT ((209559.66980000027 469290.0724999998))
1762,"3020034600","101",신축중,"0","20230519",,,,MULTIPOINT ((209599.14879999962 467326.9592000004))
1763,"3020036300","101",불당동1435,"1","20230519",,,,MULTIPOINT ((209687.57579999976 466864.49819999933))
1764,"3020037300","103",속성변화점,"0","20230519",,,,MULTIPOINT ((209736.31599999964 466794.2792000007))
1765,"3020038600","101",천안제3산업단지페기물소각장,"0","20230519",,,,MULTIPOINT ((209817.0519000003 471409.01019999944))
1766,"3020040700","101",성성동644,"0","20230519",,,,MULTIPOINT ((209902.38829999976 471590.7803000007))
1767,"3020044700","101",동일하이빌아파트,"0","20230519",,,,MULTIPOINT ((210113.2581000002 465253.01520000026))
1768,"3020045500","101",EV충전소,"0","20230519",,,,MULTIPOINT ((210161.73780000024 467700.3245000001))
1769,"3020048100","101",임꺽정숯불촌대청갈비,"0","20230519",,,,MULTIPOINT ((210256.34470000025 465746.64949999936))
1770,"3020048300","101",쌍용2동성당,"0","20230519",,,,MULTIPOINT ((210260.91449999996 465474.8027999997))
1771,"3020048400","101",방아다리어린이집,"1","20230519",,,,MULTIPOINT ((210262.88540000003 465836.1378000006))
1772,"3020049300","101",부산아구찜,"0","20230519",,,,MULTIPOINT ((210290.46320000011 465662.9960999992))
1773,"3020049400","101",성성동414,"0","20230519",,,,MULTIPOINT ((210291.26150000002 471119.2173999995))
1774,"3020050200","101",불당동786,"0","20230519",,,,MULTIPOINT ((210322.97640000004 467313.6668999996))
1775,"3020051100","101",신갈리287,"1","20230519",,,,MULTIPOINT ((210334.8189000003 473881.2895999998))
1776,"3020057500","101",대한종합인테리어,"0","20230519",,,,MULTIPOINT ((210532.5423999997 465860.19319999963))
1777,"3020058100","101",대교문,"0","20230519",,,,MULTIPOINT ((210551.3119000001 466726.9417000003))
1778,"3020058200","101",비스켓,"1","20230519",,,,MULTIPOINT ((210555.41959999967 466768.0780999996))
1779,"3020059100","101",쌍용동1902,"0","20230519",,,,MULTIPOINT ((210586.9779000003 466646.34149999917))
1780,"3020059900","101",쌍용동2034,"0","20230519",,,,MULTIPOINT ((210613.9731999999 467571.35810000077))
1781,"3020060700","104",양남교,"0","20230519",,,,MULTIPOINT ((210629.86589999963 475825.3468999993))
1782,"3020063700","101",제3불당교,"1","20230519",,,,MULTIPOINT ((210712.63159999996 465794.8789000008))
1783,"3020063900","104",장천교,"0","20230519",,,,MULTIPOINT ((210720.77940000035 480464.8658000007))
1784,"3020065400","101",주혜인,"0","20230519",,,,MULTIPOINT ((210761.7770999996 472880.42870000005))
1785,"3020066400","101",쌍용역(서울1호선),"0","20230519",,,,MULTIPOINT ((210774.4084999999 466121.7455000002))
1786,"3020067500","101",예가버티칼,"0","20230519",,,,MULTIPOINT ((210803.19770000037 466862.5867999997))
1787,"3020068300","101",홍어랑돼지랑,"0","20230519",,,,MULTIPOINT ((210826.38329999987 466970.9824999999))
1788,"3020068500","101",예쁜꿈어린이집,"0","20230519",,,,MULTIPOINT ((210832.99110000022 469125.86360000074))
1789,"3020068700","103",속성변화점,"0","20230519",,,,MULTIPOINT ((210836.17059999984 467273.23340000026))
1790,"3020069200","101",성성2교차로,"1","20230519",,,,MULTIPOINT ((210845.87200000044 471753.2065999992))
1791,"3020070200","101",성성동897,"0","20230519",,,,MULTIPOINT ((210892.0981999999 471230.7076999992))
1792,"3020070900","101",쌍용역,"0","20230519",,,,MULTIPOINT ((210907.34140000027 466200.3191999998))
1793,"3020071300","101",상록수현대아파트노인정,"0","20230519",,,,MULTIPOINT ((210926.92839999963 466443.5435000006))
1794,"3020071400","101",천안상남감리교회,"0","20230519",,,,MULTIPOINT ((210930.48149999976 475775.9313999992))
1795,"3020071500","101",쌍용안경,"0","20230519",,,,MULTIPOINT ((210933.61400000006 466481.2252999991))
1796,"3020072000","101",업성동629,"1","20230519",,,,MULTIPOINT ((210944.13900000043 472880.3411999997))
1797,"3020072600","101",선경해누리아파트101동,"0","20230519",,,,MULTIPOINT ((210973.50930000003 466055.4611000009))
1798,"3020074700","101",테스텍주,"0","20230519",,,,MULTIPOINT ((211043.46960000042 473168.3925000001))
1799,"3020079100","101",쌍용동사거리,"0","20230519",,,,MULTIPOINT ((211196.51070000045 466832.6520000007))
1800,"3020079200","103",속성변화점,"0","20230519",,,,MULTIPOINT ((211203.79789999966 471589.50349999964))
1801,"3020084000","101",천안배원예농협이화지점,"0","20230519",,,,MULTIPOINT ((211363.8211000003 470538.2279000003))
1802,"3020086300","101",서울우유성성고객센터,"0","20230519",,,,MULTIPOINT ((211421.29339999985 470427.47809999995))
1803,"3020089100","101",동해해물,"0","20230519",,,,MULTIPOINT ((211520.02440000046 467642.3186000008))
1804,"3020090400","101",매주리324-4,"0","20230519",,,,MULTIPOINT ((211544.19049999956 479254.1401000004))
1805,"3020090500","101",천안명성장로교회,"0","20230519",,,,MULTIPOINT ((211545.3077999996 470205.9526000004))
1806,"3020090900","101",두정동1766,"0","20230519",,,,MULTIPOINT ((211551.6858000001 470365.67090000026))
1807,"3020094100","101",일봉산사거리,"0","20230519",,,,MULTIPOINT ((211648.32010000013 466599.7412999999))
1808,"3020097300","101",꿈의교회,"0","20230519",,,,MULTIPOINT ((211700.41779999994 470526.60639999993))
1809,"3020097600","101",다랑유통,"0","20230519",,,,MULTIPOINT ((211704.19209999964 470585.0628999993))
1810,"3020098700","101",우성아파트102동,"0","20230519",,,,MULTIPOINT ((211720.7745000003 470937.51769999973))
1811,"3020100400","101",남산동사거리,"0","20230519",,,,MULTIPOINT ((211764.05360000022 479600.9910000004))
1812,"3020104400","101",성정동천주교회,"0","20230519",,,,MULTIPOINT ((211849.82440000027 469338.1861000005))
1813,"3020105800","101",성환읍행정복지센터,"0","20230519",,,,MULTIPOINT ((211888.95660000015 479908.98149999976))
1814,"3020108800","101",창무빌딩,"0","20230519",,,,MULTIPOINT ((211953.4718000004 470385.10979999974))
1815,"3020110800","101",우리유치원,"0","20230519",,,,MULTIPOINT ((211985.67530000024 471082.40399999917))
1816,"3020112700","101",한일마트,"0","20230519",,,,MULTIPOINT ((212058.80059999973 469044.1908))
1817,"3020113000","101",연화빌라,"0","20230519",,,,MULTIPOINT ((212063.86649999954 469831.3559000008))
1818,"3020113500","101",미성화인빌라,"0","20230519",,,,MULTIPOINT ((212071.92980000004 470670.79389999993))
1819,"3020116400","101",삼소빌딩삼거리,"0","20230519",,,,MULTIPOINT ((212120.33920000028 473487.4690000005))
1820,"3020117200","101",성월리200-16,"0","20230519",,,,MULTIPOINT ((212129.83160000015 480186.35060000047))
1821,"3020118100","101",성성동22,"1","20230519",,,,MULTIPOINT ((212178.48170000035 471436.94030000083))
1822,"3020118200","101",시름세삼거리,"0","20230519",,,,MULTIPOINT ((212178.86980000045 477245.3256000001))
1823,"3020119800","101",산방식당,"0","20230519",,,,MULTIPOINT ((212220.2511 469510.0834999997))
1824,"3020121900","101",원더랜드,"0","20230519",,,,MULTIPOINT ((212259.04470000044 469318.11920000054))
1825,"3020123200","101",예향교회,"0","20230519",,,,MULTIPOINT ((212269.45459999982 471022.9004999995))
1826,"3020125000","101",마담미용실,"0","20230519",,,,MULTIPOINT ((212319.36479999963 469013.6094000004))
1827,"3020131000","101",무지개빌라나동,"0","20230519",,,,MULTIPOINT ((212460.2566999998 468078.6531000007))
1828,"3020131500","101",선영새마을금고,"0","20230519",,,,MULTIPOINT ((212472.56489999965 468345.3242000006))
1829,"3020132200","101",수피아어린이집,"0","20230519",,,,MULTIPOINT ((212493.1035000002 470727.90839999914))
1830,"3020132300","101",나사렛예수그리스도선교센터,"0","20230519",,,,MULTIPOINT ((212493.66729999986 470776.3412999995))
1831,"3020138000","101",커피바이블,"0","20230519",,,,MULTIPOINT ((212649.9720999999 470603.87150000036))
1832,"3020141600","101",업성입구,"0","20230519",,,,MULTIPOINT ((212757.03160000034 473433.5449999999))
1833,"3020142600","101",리첸스빌라,"0","20230519",,,,MULTIPOINT ((212778.83889999986 470143.60810000077))
1834,"3020143000","101",양지빌라가동,"0","20230519",,,,MULTIPOINT ((212796.37810000032 469154.3853999991))
1835,"3020144200","101",두정2차대우아파트쉼터,"0","20230519",,,,MULTIPOINT ((212815.06850000005 470590.11930000037))
1836,"3020144500","101",GS25남서울사랑,"0","20230519",,,,MULTIPOINT ((212820.94230000023 479245.4704999998))
1837,"3020145000","101",천안신대초등학교,"0","20230519",,,,MULTIPOINT ((212822.64439999964 470965.7522999998))
1838,"3020145300","103",속성변화점,"0","20230519",,,,MULTIPOINT ((212838.6370000001 471163.2915000003))
1839,"3020145500","101",동원빌라다동,"0","20230519",,,,MULTIPOINT ((212841.20490000024 469383.80790000036))
1840,"3020147700","106",수헐교차로동측,"0","20230519",,,,MULTIPOINT ((212929.57789999992 476861.33770000003))
1841,"3020149900","102",경동철물,"0","20230519",,,,MULTIPOINT ((213002.48089999985 467457.92650000006))
1842,"3020151500","101",성정연립2동,"0","20230519",,,,MULTIPOINT ((213127.96850000042 468509.9375))
1843,"3020151800","101",속성변화점,"0","20230519",,,,MULTIPOINT ((213135.96520000044 468661.5282000005))
1844,"3020155400","101",두정고가차도,"0","20230519",,,,MULTIPOINT ((213421.78120000008 471096.7539000008))
1845,"3020156500","101",중부지구대부성치안센타,"0","20230519",,,,MULTIPOINT ((213471.7792999996 470945.41149999946))
1846,"3020157700","101",두정동406,"0","20230519",,,,MULTIPOINT ((213530.72530000005 470507.7651000004))
1847,"3020163700","101",군동교차로북측,"0","20230519",,,,MULTIPOINT ((214795.29370000027 477757.6682999991))
1848,"3020164000","104",군동육교,"0","20230519",,,,MULTIPOINT ((214805.9115000004 477734.3376000002))
1849,"3020164800","104",연암로교량,"0","20230519",,,,MULTIPOINT ((215227.8178000003 483583.31010000035))
1850,"3020166100","101",동해늘푸른아파트,"0","20230519",,,,MULTIPOINT ((215766.9157999996 472558.3621999994))
1851,"3020166700","101",남산리342,"0","20230519",,,,MULTIPOINT ((215949.68149999995 476346.1225000005))
1852,"3020167500","103",속성변화점,"0","20230519",,,,MULTIPOINT ((216125.00179999974 484179.2112000007))
1853,"3020167700","106",판정교차로,"0","20230519",,,,MULTIPOINT ((216169.22429999989 479120.0485999994))
1854,"3020169300","106",북천안IC,"1","20230519",,,,MULTIPOINT ((216860.64169999957 477408.1662000008))
1855,"3020170700","101",신두리450-2,"0","20230519",,,,MULTIPOINT ((217133.20150000043 479211.78610000014))
1856,"3020171100","104",정촌1교,"0","20230519",,,,MULTIPOINT ((217202.40199999977 476386.2460999992))
1857,"3020172300","101",저리교,"0","20230519",,,,MULTIPOINT ((217647.97499999963 476341.49709999934))
1858,"3020172500","101",도정공장,"0","20230519",,,,MULTIPOINT ((217710.87349999975 476326.36319999956))
1859,"3020172600","101",송남리537,"0","20230519",,,,MULTIPOINT ((217720.35759999976 474494.06570000015))
1860,"3020175500","101",신두리431-1,"0","20230519",,,,MULTIPOINT ((218687.4424999999 479605.35060000047))
1861,"3020179700","101",독정리산3-12,"1","20230519",,,,MULTIPOINT ((220895.48099999968 480270.4397))
1862,"3020120400","101",무지개부동산,"0","20230519",,,,MULTIPOINT ((212232.3526999997 470237.7664999999))
1863,"3020030900","101",송덕리174-17,"1","20230519",,,,MULTIPOINT ((209411.23369999975 480285.8588999994))
1864,"3020183001","101",성정1동선영마을경로당,"0","20230519",,,,MULTIPOINT ((212966.1191999996 468871.0822999999))
1865,"3010126100","101",한밀교회,"0","20230519",,,,MULTIPOINT ((226744.03839999996 462656.3219000008))
1866,"3020184901","104",오토오아시스,"0","20230519",,,,MULTIPOINT ((218087.64740000013 475950.8761999998))
1867,"3010138301","104",천안천,"0","20230519",,,,MULTIPOINT ((213198.7402999997 466186.1063000001))
1868,"3010075100","101",속성변화점,"1","20230519",,,,MULTIPOINT ((214090.4868999999 462044.94070000015))
1869,"3020151100","101",직산사거리,"1","20230519",,,,MULTIPOINT ((213069.29260000028 475342.89189999923))
1870,"3020186001","101",부대동677,"1","20230519",,,,MULTIPOINT ((213307.73739999998 472003.4271000009))
1871,"3010135600","101",덕성2리,"0","20230519",,,,MULTIPOINT ((233220.84109999985 467307.98340000026))
1872,"3010001300","101",용정리1042,"0","20230519",,,,MULTIPOINT ((208754.96520000044 458814.8757000007))
1873,"3010001900","101",광덕리403-9,"0","20230519",,,,MULTIPOINT ((204754.55209999997 452845.7728000004))
1874,"3010003700","101",청당동957,"0","20230519",,,,MULTIPOINT ((214121.61220000032 465097.8451000005))
1875,"3010003800","101",청당동964,"0","20230519",,,,MULTIPOINT ((214154.8825000003 465218.1085999999))
1876,"3010074900","101",한솔제지앞,"0","20230519",,,,MULTIPOINT ((214084.21700000018 454655.0544000007))
1877,"3020076900","101",천안환서중학교,"0","20230519",,,,MULTIPOINT ((211123.9243999999 470051.1397999991))
1878,"3020078100","101",자은가리321,"0","20230519",,,,MULTIPOINT ((211158.27720000036 474555.2862))
1879,"3020024000","104",군계교,"0","20230519",,,,MULTIPOINT ((207129.23560000025 481388.46270000003))
1880,"3010000800","101",보성리837,"0","20230519",,,,MULTIPOINT ((209137.3298000004 458329.82829999924))
1881,"3010005200","102",구성동304-26,"0","20230519",,,,MULTIPOINT ((214294.02589999977 466069.0454999991))
1882,"3010005400","102",구성삼거리,"0","20230519",,,,MULTIPOINT ((214614.32139999978 466641.9668000005))
1883,"3010010700","103",속성변화점,"0","20230519",,,,MULTIPOINT ((218907.2697999999 460561.62680000067))
1884,"3010015100","102",납안리529,"0","20230519",,,,MULTIPOINT ((222679.46850000042 473681.74259999953))
1885,"3010015700","102",안서동192-9,"0","20230519",,,,MULTIPOINT ((216674.33729999978 470196.5427000001))
1886,"3010016200","102",안서동240-4,"0","20230519",,,,MULTIPOINT ((215786.95519999973 470103.3029999994))
1887,"3010016700","102",신부동981,"0","20230519",,,,MULTIPOINT ((213979.53120000008 470078.86700000055))
1888,"3010017700","102",신부동386-150,"0","20230519",,,,MULTIPOINT ((213840.28129999992 468631.5092999991))
1889,"3010021100","104",광덕1교,"0","20230519",,,,MULTIPOINT ((204387.74289999995 452691.15020000003))
1890,"3010026600","103",속성변화점,"0","20230519",,,,MULTIPOINT ((209361.84690000024 460718.14719999954))
1891,"3010026800","101",보성리837,"0","20230519",,,,MULTIPOINT ((209440.64180000033 458570.88749999925))
1892,"3010027000","103",속성변화점,"0","20230519",,,,MULTIPOINT ((209719.69749999978 456299.30519999936))
1893,"3010027600","105",공주시-천안시동남구,"0","20230519",,,,MULTIPOINT ((209991.15000000037 451064.6286999993))
1894,"3010029500","103",속성변화점,"0","20230519",,,,MULTIPOINT ((210579.52799999993 455542.37769999914))
1895,"3010031500","101",신방동785-89,"1","20230519",,,,MULTIPOINT ((210810.67090000026 465567.1201000009))
1896,"3010033300","104",원덕교,"0","20230519",,,,MULTIPOINT ((211146.29629999958 451404.97030000016))
1897,"3010034100","101",용정리941,"1","20230519",,,,MULTIPOINT ((211261.0887000002 460697.41420000046))
1898,"3010035800","101",상신사거리,"0","20230519",,,,MULTIPOINT ((211457.76159999985 465755.0865000002))
1899,"3010037200","101",쌍용고가교,"0","20230519",,,,MULTIPOINT ((211520.47609999962 466062.29729999974))
1900,"3010041900","101",용곡동494-10,"0","20230519",,,,MULTIPOINT ((211790.38320000004 465263.26590000093))
1901,"3010042100","101",신방동2124,"0","20230519",,,,MULTIPOINT ((211799.6015999997 463279.45350000076))
1902,"3010042400","101",신성은하수아파트104동,"0","20230519",,,,MULTIPOINT ((211811.97589999996 466845.42530000024))
1903,"3010048600","101",일봉육교,"0","20230519",,,,MULTIPOINT ((212066.84889999963 466683.74899999984))
1904,"3010049200","101",천안봉명초등학교,"0","20230519",,,,MULTIPOINT ((212099.86259999964 467454.67259999923))
1905,"3010053700","104",원덕교,"0","20230519",,,,MULTIPOINT ((212424.66399999987 452284.45600000024))
1906,"3010054700","101",서천안IC,"0","20230519",,,,MULTIPOINT ((212460.98570000008 462828.7684000004))
1907,"3010055700","101",진원잠사산업주식회사,"0","20230519",,,,MULTIPOINT ((212534.78390000015 464453.6667999998))
1908,"3010056300","101",동남설비,"0","20230519",,,,MULTIPOINT ((212588.46619999968 466974.2030999996))
1909,"3010057400","101",두남리107-11,"0","20230519",,,,MULTIPOINT ((212724.3200000003 459964.41709999926))
1910,"3010058700","103",속성변화점,"0","20230519",,,,MULTIPOINT ((212786.94060000032 459593.1157000009))
1911,"3010060400","103",속성변화점,"0","20230519",,,,MULTIPOINT ((212919.70820000023 460055.36950000003))
1912,"3010061500","104",천안지하차도,"0","20230519",,,,MULTIPOINT ((213064.9693 467318.1160000004))
1913,"3010062900","103",속성변화점,"0","20230519",,,,MULTIPOINT ((213311.32660000026 459898.37560000084))
1914,"3010066800","103",속성변화점,"0","20230519",,,,MULTIPOINT ((213606.09159999993 460069.14130000025))
1915,"3010067500","101",영진약국,"0","20230519",,,,MULTIPOINT ((213628.71499999985 467220.97560000047))
1916,"3010068300","101",역말오거리,"0","20230519",,,,MULTIPOINT ((213657.38260000013 469579.97919999994))
1917,"3010068800","101",신부동387-141,"0","20230519",,,,MULTIPOINT ((213670.68340000045 468632.5418999996))
1918,"3010069000","104",중앙교,"0","20230519",,,,MULTIPOINT ((213679.83499999996 466887.77889999934))
1919,"3010069200","104",중앙교,"0","20230519",,,,MULTIPOINT ((213683.95909999963 466859.4564999994))
1920,"3010076000","101",신안육교,"0","20230519",,,,MULTIPOINT ((214120.61429999955 468490.0820000004))
1921,"3010077300","101",천안갈매기살전문점,"0","20230519",,,,MULTIPOINT ((214158.9718000004 469261.1512000002))
1922,"3010077700","104",원성교,"0","20230519",,,,MULTIPOINT ((214172.75179999974 467364.7915000003))
1923,"3010079000","101",서진카크리닉,"0","20230519",,,,MULTIPOINT ((214217.39489999972 469054.41310000047))
1924,"3010079100","104",삼용교,"0","20230519",,,,MULTIPOINT ((214220.46549999993 466547.28539999947))
1925,"3010079200","104",삼용교,"0","20230519",,,,MULTIPOINT ((214221.90390000027 466522.3630999997))
1926,"3010080400","101",원성2동행정복지센터,"0","20230519",,,,MULTIPOINT ((214251.31020000018 466964.94400000013))
1927,"3010081300","104",터널,"0","20230519",,,,MULTIPOINT ((214285.88379999995 465807.9053000007))
1928,"3010082300","101",영화빌딩,"0","20230519",,,,MULTIPOINT ((214348.67250000034 468845.9210000001))
1929,"3010084300","101",맛나분식,"0","20230519",,,,MULTIPOINT ((214434.55209999997 466977.2193999998))
1930,"3010084400","101",한성빌라,"0","20230519",,,,MULTIPOINT ((214439.2182 466693.13299999945))
1931,"3010088000","106",남천안IC,"1","20230519",,,,MULTIPOINT ((214678.85170000046 461378.41699999943))
1932,"3010088900","101",신부동401-1,"0","20230519",,,,MULTIPOINT ((214718.29609999992 470120.87549999915))
1933,"3010089100","101",천안박물관앞,"0","20230519",,,,MULTIPOINT ((214726.20050000027 465324.83210000023))
1934,"3010091100","101",목천휴게소,"0","20230519",,,,MULTIPOINT ((215190.95739999972 460597.53559999913))
1935,"3010092900","103",속성변화점,"0","20230519",,,,MULTIPOINT ((215458.68549999967 465977.6319999993))
1936,"3010093400","101",다보타운,"0","20230519",,,,MULTIPOINT ((215543.93869999982 470469.7513999995))
1937,"3010094300","101",유량제1교,"0","20230519",,,,MULTIPOINT ((215667.5730999997 468335.6274999995))
1938,"3010095300","101",대한자원,"0","20230519",,,,MULTIPOINT ((215782.5307 468059.4539999999))
1939,"3010096000","101",안서동526-144,"0","20230519",,,,MULTIPOINT ((215894.88069999963 471180.4364))
1940,"3010099800","101",지산리43-5,"0","20230519",,,,MULTIPOINT ((217179.77780000027 466977.4480000008))
1941,"3010101000","101",교천교차로,"0","20230519",,,,MULTIPOINT ((217841.94550000038 464896.7072999999))
1942,"3010101700","101",천정리산23-2,"0","20230519",,,,MULTIPOINT ((218575.3755999999 463312.8933000006))
1943,"3010107500","101",백운암입구,"0","20230519",,,,MULTIPOINT ((220636.23809999973 463551.12150000036))
1944,"3010112000","101",대화리364,"0","20230519",,,,MULTIPOINT ((222304.37399999984 460358.9689000007))
1945,"3010113600","101",신풍리540,"0","20230519",,,,MULTIPOINT ((222968.7438000003 460450.6133999992))
1946,"3010115600","101",회촌교,"0","20230519",,,,MULTIPOINT ((223623.72130000032 466682.3167000003))
1947,"3010116700","101",신풍리573,"0","20230519",,,,MULTIPOINT ((223754.78160000034 460161.2898999993))
1948,"3010119200","103",속성변화점,"0","20230519",,,,MULTIPOINT ((224063.30399999954 463571.30739999935))
1949,"3010119700","104",오곡1교,"0","20230519",,,,MULTIPOINT ((224184.1610000003 470325.50879999995))
1950,"3010120200","101",위례초교삼거리,"0","20230519",,,,MULTIPOINT ((224371.27300000004 469596.5537999999))
1951,"3010120800","101",백자리564-2,"0","20230519",,,,MULTIPOINT ((224452.69020000007 456507.9933000002))
1952,"3010122300","104",양창교,"0","20230519",,,,MULTIPOINT ((224990.85250000004 458758.6798999999))
1953,"3010124200","103",속성변화점,"0","20230519",,,,MULTIPOINT ((226347.59480000008 461755.2564000003))
1954,"3010127000","104",병천교,"0","20230519",,,,MULTIPOINT ((227110.99089999963 462718.52439999953))
1955,"3010130200","101",논당고개,"0","20230519",,,,MULTIPOINT ((228046.13549999986 462548.65890000015))
1956,"3010131500","101",수입교,"0","20230519",,,,MULTIPOINT ((228401.41469999962 462026.2862999998))
1957,"3010132800","101",청강교,"0","20230519",,,,MULTIPOINT ((229491.28560000006 459644.6115000006))
1958,"3010133200","101",구도교차로,"1","20230519",,,,MULTIPOINT ((229860.70550000016 463116.7854999993))
1959,"3010136500","104",수남3교,"0","20230519",,,,MULTIPOINT ((234767.83949999977 463099.53170000017))
1960,"3020002700","103",속성변화점,"0","20230519",,,,MULTIPOINT ((210471.87760000024 465370.89090000093))
1961,"3020005400","101",성월리295-4,"0","20230519",,,,MULTIPOINT ((212118.88719999976 479961.87209999934))
1962,"3020006100","102",유리321-6,"0","20230519",,,,MULTIPOINT ((218864.72240000032 481002.4868999999))
1963,"3020006500","102",독정리18-14,"0","20230519",,,,MULTIPOINT ((220057.15749999974 480162.8228999991))
1964,"3020008500","102",군서리428-4,"0","20230519",,,,MULTIPOINT ((212766.33160000015 477506.83220000006))
1965,"3020008700","101",매주리244-5,"0","20230519",,,,MULTIPOINT ((211881.7413999997 478319.2751000002))
1966,"3020010400","102",삼은초등학교,"0","20230519",,,,MULTIPOINT ((213242.95349999983 475494.5076000001))
1967,"3020010900","101",직산행정복지센터,"0","20230519",,,,MULTIPOINT ((213461.1414999999 475632.6305999998))
1968,"3020012300","102",송남리48-9,"0","20230519",,,,MULTIPOINT ((217894.10589999985 474458.1458999999))
1969,"3020012500","102",요방리168,"0","20230519",,,,MULTIPOINT ((216202.81290000025 472465.73780000024))
1970,"3020013800","102",신당동575-8,"0","20230519",,,,MULTIPOINT ((213493.125 473040.7748000007))
1971,"3020015500","102",백석동658-39,"0","20230519",,,,MULTIPOINT ((210090.99760000035 469494.4985000007))
1972,"3020017000","102",차암동392,"0","20230519",,,,MULTIPOINT ((210141.03980000038 472403.61429999955))
1973,"3020017200","101",차암동14-14,"0","20230519",,,,MULTIPOINT ((210285.02610000037 473167.57909999974))
1974,"3020018700","101",불당동1892,"0","20230519",,,,MULTIPOINT ((209088.83660000004 468157.2006000001))
1975,"3020020000","102",불당동1912,"0","20230519",,,,MULTIPOINT ((209326.6760999998 467898.5486999992))
1976,"3020032300","101",주한조,"0","20230519",,,,MULTIPOINT ((209490.01879999973 470261.74200000055))
1977,"3020035200","101",불당22로교차로,"0","20230519",,,,MULTIPOINT ((209640.0739000002 468589.4653999992))
1978,"3020039500","101",천안종합운동장2주차장,"0","20230519",,,,MULTIPOINT ((209838.8010999998 468775.5613000002))
